"NNG","WUH",1088
"PEK","WXN",1267
"PVG","SPN",3014
"SGN","NNG",1321
"SHE","CTU",2135
"SHE","DSN",1174
"SHE","NGB",1326
"SHE","XUZ",990
"SHE","YVR",8003
"SJW","HRB",1254
"SJW","KWL",1517
"SPN","CAN",3518
"SPN","PVG",3014
"SWA","CKG",1195
"SYX","CKG",1300
"SYX","NGB",1769
"SYX","TNA",2200
"SYX","WNZ",1583
"SZX","CKG",1063
"SZX","WXN",1053
"TAO","CTU",1648
"TAO","KMG",2074
"TNA","CGQ",1068
"TNA","CKG",1262
"TNA","CTU",1410
"TNA","DLC",446
"TNA","SYX",2200
"TPE","KMG",1842
"TSA","CTU",1834
"TSN","CGQ",879
"TSN","CKG",1432
"TYN","HGH",1102
"URC","CGO",2486
"URC","CKG",2313
"URC","CTU",2071
"URC","KHG",1066
"WNZ","CTU",1665
"WNZ","KWE",1397
"WNZ","SYX",1583
"WUH","HRB",1952
"WUH","JJN",793
"WUH","NNG",1088
"WXN","PEK",1267
"WXN","SZX",1053
"XIC","CTU",335
"XIY","BHY",1436
"XIY","HRB",1932
"XIY","KMG",1181
"XIY","XMN",1425
"XIY","XNN",650
"XMN","CZX",836
"XMN","XIY",1425
"XNN","CKG",869
"XNN","XIY",650
"XUZ","DLC",651
"XUZ","KMG",1727
"XUZ","SHE",990
"YBP","SYX",1268
"YIH","CTU",721
"YIH","HKG",949
"ZHA","HKG",387
"ZHY","XNN",300
"LAS","LAX",380
"CAI","TLV",392
"MCG","NIB",63
"NUX","TJM",1147
"NUX","VKO",2370
"OVS","VKO",1645
"SVX","OVS",534
"TJM","NUX",1147
"UCT","VKO",1279
"VKO","EYK",1860
"VKO","NCU",2169
"VKO","NYM",2186
"VKO","UCT",1279
"BKK","DAC",1568
"CCU","CGP",349
"CGP","CCU",349
"CXB","DAC",311
"DAC","BKK",1568
"DAC","BZL",116
"DAC","CCU",239
"DAC","DXB",3537
"DAC","JED",5231
"DAC","MCT",3262
"DAC","ZYL",194
"DXB","DAC",3537
"JED","DAC",5231
"KUL","DAC",2642
"MCT","DAC",3262
"RJH","DAC",192
"SPD","DAC",261
"ZYL","DAC",194
"YRB","YGZ",383
"DFW","EZE",8534
"EZE","JFK",8535
"EZE","PUJ",6027
"JFK","EZE",8535
"MIA","EZE",7119
"MIA","PUJ",1466
"YEG","YXY",1529
"YLW","YXY",1546
"YXY","YVR",1483
"YXY","YYC",1678
"YXY","YZF",1104
"YYC","YEG",246
"YZF","YOW",3100
"YZF","YXY",1104
"ACA","TLC",288
"AGU","MEX",422
"BOG","MEX",3159
"CEN","MEX",1409
"CME","MEX",769
"CPE","MEX",899
"CUN","MEX",1284
"GDL","MTY",670
"GDL","SAT",1114
"HAV","MEX",1771
"HMO","MEX",1619
"HUX","MEX",504
"JFK","MEX",3365
"LAP","MEX",1274
"MEX","ACA",307
"MEX","AGU",422
"MEX","CEN",1409
"MEX","CTM",1134
"MEX","CUL",1049
"MEX","CUU",1245
"MEX","HMO",1619
"MEX","HUX",504
"MEX","JFK",3365
"MEX","LAP",1274
"MEX","MIA",2051
"MEX","MTT",496
"MEX","MTY",713
"MEX","OAX",367
"MEX","REX",736
"MEX","SJD",1178
"MEX","SJO",1910
"MEX","SNA",2442
"MEX","TIJ",2301
"MEX","TRC",814
"MEX","VSA",678
"MEX","ZIH",324
"MEX","ZLO",577
"MIA","MEX",2051
"MID","MEX",996
"MTT","MEX",496
"MTY","CUN",1448
"MTY","GDL",670
"MTY","LAS",1832
"MTY","TLC",718
"PVR","TLC",613
"REX","MEX",736
"SAT","MEX",1124
"SAT","TLC",1139
"SJD","TLC",1134
"TLC","LAS",2405
"TLC","MTY",718
"TLC","PVR",613
"TLC","SAT",1139
"TLC","ZIH",278
"ZIH","MEX",324
"ZIH","TLC",278
"DEL","HEA",1543
"HEA","DEL",1543
"KBL","DEL",1001
"KBL","MZR",299
"BSL","HRG",3216
"HRG","BSL",3216
"HRG","ZRH",3146
"PRN","ZRH",1120
"RMF","ZRH",3337
"SKP","ZRH",1198
"ZRH","HRG",3146
"AGP","STR",1739
"AGP","TXL",2246
"ALG","CGN",1607
"AMS","HAM",379
"AOI","TXL",994
"ARN","DUS",1162
"ARN","HAM",826
"ATH","STR",1682
"BCN","HAM",1493
"BCN","STR",995
"BGO","HAM",795
"BHX","TXL",1016
"BIA","STR",683
"BIO","DUS",1148
"BIO","STR",1110
"BLQ","TXL",904
"BRI","DUS",1363
"BSL","DUS",415
"BUD","CGN",958
"CAG","CGN",1300
"CAG","DUS",1350
"CAG","STR",1050
"CGN","ALG",1607
"CGN","ARN",1189
"CGN","AYT",2432
"CGN","BCN",1133
"CGN","BRI",1310
"CGN","CLY",936
"CGN","DBV",1251
"CGN","DRS",464
"CGN","DUB",957
"CGN","EDI",896
"CGN","FAO",1951
"CGN","FDH",395
"CGN","HAM",363
"CGN","HDF",582
"CGN","HER",2251
"CGN","JMK",2072
"CGN","KLU",706
"CGN","KVA",1740
"CGN","LEJ",361
"CGN","LPA",3175
"CGN","MAN",699
"CGN","MXP",594
"CGN","PSA",835
"CGN","PUY",834
"CGN","RAK",2478
"CGN","RHO",2314
"CGN","RLG",486
"CGN","SAW",2030
"CGN","SJJ",1148
"CGN","SKG",1677
"CGN","SPU",1067
"CGN","SUF",1508
"CGN","TLV",3088
"CGN","TXL",463
"CGN","VRN",669
"CGN","XRY",1888
"CGN","ZAD",971
"CTA","CGN",1616
"CTA","HAM",1839
"CTA","STR",1334
"CTA","TXL",1684
"CWL","DUS",702
"DBV","DUS",1303
"DBV","STR",978
"DRS","CGN",464
"DRS","DUS",488
"DTM","PMI",1383
"DTM","SPU",1100
"DUS","AOI",986
"DUS","ARN",1162
"DUS","BCN",1167
"DUS","BSL",415
"DUS","CWL",702
"DUS","DBV",1303
"DUS","DUB",915
"DUS","GVA",564
"DUS","IBZ",1443
"DUS","KTW",868
"DUS","LEJ",380
"DUS","LYS",631
"DUS","MXP",646
"DUS","OLB",1174
"DUS","PMI",1342
"DUS","PRG",544
"DUS","SPU",1119
"DUS","TRN",680
"DUS","VCE",763
"DUS","WAW",981
"DUS","WRO",705
"DUS","ZAD",1023
"FAO","CGN",1951
"FAO","STR",1902
"FCO","CGN",1081
"FCO","STR",801
"FCO","TXL",1199
"FRA","HDF",573
"HAJ","BCN",1368
"HAJ","CTA",1719
"HAJ","FCO",1201
"HAJ","HER",2262
"HAJ","MXP",763
"HAJ","NAP",1333
"HAJ","PRN",1388
"HAJ","STN",647
"HAJ","STR",421
"HAJ","VCE",797
"HAM","BGO",795
"HAM","BHX",794
"HAM","BIA",1232
"HAM","BUD",949
"HAM","CTA",1839
"HAM","FCO",1326
"HAM","FMM",628
"HAM","HER",2353
"HAM","LHR",745
"HAM","MAD",1781
"HAM","NCE",1127
"HAM","OLB",1416
"HAM","PMI",1658
"HAM","SPU",1213
"HAM","TLS",1278
"HAM","VCE",919
"HAM","VIE",767
"HAM","VRN",918
"HAM","ZRH",693
"HDF","FRA",573
"HDF","STR",671
"HEL","TXL",1119
"HER","CGN",2251
"HER","HAM",2353
"HER","STR",1977
"IBZ","CGN",1408
"IBZ","TXL",1776
"KLU","CGN",706
"KTW","DUS",868
"LEJ","CGN",361
"LEJ","DUS",380
"LEJ","STR",372
"LHR","HAM",745
"LHR","STR",756
"LIS","CGN",1850
"LIS","STR",1833
"LPA","CGN",3175
"LYS","DUS",631
"MAD","DUS",1441
"MAD","HAM",1781
"MAN","CGN",699
"MUC","DTM",461
"MXP","CGN",594
"MXP","HAM",894
"NAP","HAJ",1333
"NAP","HAM",1453
"NAP","STR",955
"NCE","CGN",801
"NCE","TXL",1087
"NDR","CGN",1946
"NQY","DUS",830
"OLB","HAM",1416
"OLB","STR",867
"OSL","HAM",733
"PMI","CGN",1304
"PMI","DTM",1383
"PMI","HAJ",1531
"PMI","STR",1139
"PMO","CGN",1487
"POZ","DUS",702
"PRG","CGN",510
"PRG","HAM",490
"PRN","HAM",1474
"PRN","STR",1141
"PRN","TXL",1252
"PSA","CGN",835
"RJK","CGN",836
"RJK","STR",560
"RLG","CGN",486
"SAW","CGN",2030
"SAW","STR",1799
"SAW","TXL",1773
"SJJ","STR",884
"SKG","DUS",1727
"SKG","HAM",1752
"SPU","CGN",1067
"SPU","DTM",1100
"SPU","STR",790
"SPU","TXL",1027
"STN","CGN",492
"STR","AGP",1739
"STR","ATH",1682
"STR","BDS",1127
"STR","BRU",420
"STR","BUD",758
"STR","CAG",1050
"STR","CFU",1320
"STR","DBV",978
"STR","DRS",424
"STR","HAM",552
"STR","IBZ",1259
"STR","KRK",779
"STR","KVA",1487
"STR","OLB",867
"STR","PMI",1139
"STR","PRN",1141
"STR","RJK",560
"STR","RLG",619
"STR","SAW",1799
"STR","STN",730
"STR","SUF",1224
"STR","TXL",517
"STR","VIE",546
"STR","ZAD",692
"SUF","HAJ",1589
"TRN","DUS",680
"TXL","AGP",2246
"TXL","AOI",994
"TXL","BHX",1016
"TXL","DBV",1172
"TXL","FMM",552
"TXL","LHR",947
"TXL","NUE",374
"TXL","PMI",1656
"TXL","PRN",1252
"TXL","STR",517
"TXL","VIE",547
"TXL","VRN",815
"VCE","HAJ",797
"VIE","CGN",746
"VIE","HAJ",687
"VIE","HAM",767
"VRN","HAM",918
"VRN","TXL",815
"WAW","CGN",966
"XRY","CGN",1888
"ZAD","STR",692
"ZAG","CGN",871
"ZRH","CGN",392
"ZRH","HAM",693
"CEM","IRC",43
"CIK","FAI",277
"CIK","FYU",67
"FAI","CEM",166
"FAI","CIK",277
"FAI","WBQ",173
"FYU","CIK",67
"WBQ","FAI",173
"BET","KPN",153
"BET","KWN",114
"BET","KWT",21
"BET","MLL",121
"BET","WNA",13
"CYF","BET",151
"EEK","BET",64
"EEK","KWN",52
"KPN","CYF",28
"KWN","BET",114
"WNA","PKA",11
"FON","XQP",128
"LIR","TNO",43
"MGA","SJO",321
"PMZ","SJO",142
"SJO","BOC",227
"SJO","GLF",187
"SJO","NOB",158
"SJO","PJM",191
"SJO","TTQ",81
"SYQ","LIR",169
"TMU","SJO",93
"TTQ","SJO",81
"XQP","PMZ",91
"ACC","KMS",200
"KIS","EDL",79
"KIS","NBO",280
"MBA","ZNZ",247
"MYD","LAU",141
"NBO","KIS",280
"NBO","LOK",515
"NBO","MBA",423
"NBO","MYD",412
"BCD","CEB",118
"BKK","MNL",2188
"BWN","MNL",1255
"BXU","CEB",223
"BXU","MNL",786
"CAN","MNL",1278
"CBO","MNL",888
"CEB","BCD",118
"CEB","CGM",142
"CEB","CGY",221
"CEB","DVO",398
"CEB","GES",488
"CEB","IAO",228
"CEB","ILO",173
"CEB","KLO",232
"CEB","LGP",318
"CEB","MNL",567
"CEB","PUS",2811
"CEB","SUG",176
"CEB","USU",469
"CEB","ZAM",431
"CGK","MNL",2788
"CGY","BCD",315
"CGY","CEB",221
"CGY","ILO",355
"CRK","CEB",657
"CRK","MFM",1067
"DGT","CEB",131
"DPL","CEB",202
"DPL","DVO",302
"DPL","MNL",704
"DVO","DPL",302
"DVO","MNL",964
"DVO","PPS",811
"DVO","ZAM",396
"GES","CEB",488
"GES","ILO",603
"HAN","MNL",1773
"HKG","CRK",1056
"HKG","MNL",1146
"HKT","MNL",2574
"ICN","CEB",3030
"ICN","MNL",2609
"ILO","CEB",173
"ILO","CGY",355
"ILO","HKG",1569
"ILO","SIN",2299
"KLO","ICN",2896
"KLO","MNL",347
"KUL","MNL",2490
"LGP","CEB",318
"LGP","MNL",329
"MFM","CRK",1067
"MFM","MNL",1156
"MNL","BCD",468
"MNL","BWN",1255
"MNL","BXU",786
"MNL","CAN",1278
"MNL","CBO",888
"MNL","CEB",567
"MNL","CGK",2788
"MNL","CGY",782
"MNL","DGT",627
"MNL","HAN",1773
"MNL","HKT",2574
"MNL","ICN",2609
"MNL","ILO",439
"MNL","KUL",2490
"MNL","MFM",1156
"MNL","MPH",305
"MNL","NGO",2760
"MNL","PEK",2876
"MNL","PPS",584
"MNL","REP",1860
"MNL","RXS",374
"MNL","SGN",1611
"MNL","TUG",357
"MNL","WNP",264
"MNL","ZAM",851
"MPH","MNL",305
"NGO","MNL",2760
"OZC","MNL",768
"PAG","MNL",789
"PPS","ILO",426
"PPS","MNL",584
"PUS","MNL",2431
"REP","MNL",1860
"RXS","MNL",374
"SGN","MNL",1611
"SIN","ILO",2299
"SIN","MNL",2375
"TAG","MNL",620
"TPE","MNL",1175
"WNP","MNL",264
"ZAM","DVO",396
"ZAM","MNL",851
"ANU","NEV",85
"NEV","ANU",85
"ARH","CSH",241
"ARH","LED",759
"ARH","NNM",651
"CSH","ARH",241
"LED","ARH",759
"LED","MMK",1006
"LED","SCW",1133
"MMK","SVO",1443
"NNM","ARH",651
"SCW","SVO",995
"ANF","IQQ",325
"CCP","SCL",429
"AEP","MVD",220
"CWB","MVD",1226
"EZE","MVD",229
"GIG","MVD",1824
"GRU","MVD",1570
"MVD","AEP",220
"MVD","ASU",1077
"MVD","SCL",1367
"POA","MVD",706
"SCL","MVD",1367
"YBK","YCS",283
"YCB","YYH",456
"YCB","YZF",850
"YCO","YCB",432
"YCS","YBK",283
"YCS","YRT",92
"YCY","YFB",748
"YEG","YZF",1019
"YEK","YXN",149
"YEK","YYQ",262
"YEV","YVQ",445
"YFB","YCY",748
"YFB","YOW",2097
"YFB","YRT",1176
"YFB","YUX",793
"YGT","YFB",853
"YGT","YIO",394
"YHK","YYH",136
"YIO","YCY",411
"YOW","YFB",2097
"YRT","YEK",217
"YRT","YFB",1176
"YRT","YUT",498
"YRT","YYQ",465
"YRT","YZF",1136
"YRT","YZS",460
"YTE","YFB",392
"YTH","YYQ",398
"YVM","YXP",172
"YWG","YYQ",1003
"YXN","YRT",68
"YYH","YCB",456
"YYQ","YTH",398
"YYQ","YWG",1003
"YZF","YEG",1019
"YZF","YHK",1089
"YZF","YRT",1136
"YZS","YRT",460
"YZS","YUT",291
"FRS","BZE",180
"GUA","FRS",269
"GUA","TGU",361
"RTB","GUA",470
"TGU","GUA",361
"JNB","MGH",563
"MGH","JNB",563
"AMD","CCU",1620
"AMD","DEL",757
"AMD","PNQ",517
"BBI","BLR",1166
"BBI","BOM",1362
"BBI","CCU",382
"BBI","DEL",1278
"BDQ","BOM",363
"BLR","BBI",1166
"BLR","CCU",1547
"BLR","DEL",1710
"BLR","LKO",1544
"BLR","PNQ",723
"BLR","TRV",531
"BLR","VTZ",776
"BOM","AMD",444
"BOM","BDQ",363
"BOM","CJB",1002
"BOM","DXB",1926
"BOM","IXC",1347
"BOM","NAG",683
"BOM","PAT",1449
"BOM","SXR",1667
"CCU","AMD",1620
"CCU","BBI",382
"CCU","BKK",1637
"CCU","BLR",1547
"CCU","DEL",1313
"CCU","DIB",852
"CCU","IXA",317
"CCU","IXB",448
"CCU","JAI",1357
"CCU","NAG",985
"CCU","PAT",472
"CCU","RPR",711
"CJB","MAA",404
"COK","BLR",367
"COK","BOM",1064
"DEL","AMD",757
"DEL","BBI",1278
"DEL","BDQ",794
"DEL","BKK",2948
"DEL","CCU",1313
"DEL","CJB",1950
"DEL","GAU",1456
"DEL","IXR",1008
"DEL","MAA",1761
"DEL","PNQ",1156
"DEL","RPR",945
"DEL","SXR",642
"DEL","VNS",667
"DIB","CCU",852
"DXB","BOM",1926
"DXB","MAA",2933
"GAU","CCU",498
"GAU","IMF",276
"GAU","IXB",331
"GOI","BLR",483
"IDR","BOM",506
"IDR","DEL",663
"IMF","CCU",602
"IMF","GAU",276
"IXA","CCU",317
"IXA","GAU",249
"IXB","DEL",1125
"IXB","GAU",331
"IXC","BOM",1347
"IXJ","SXR",144
"IXR","BOM",1373
"IXR","CCU",328
"IXR","DEL",1008
"JAI","AMD",526
"JAI","BLR",1528
"JAI","BOM",911
"LKO","BLR",1544
"LKO","BOM",1184
"LKO","DEL",423
"MAA","AMD",1375
"MAA","BLR",268
"MAA","BOM",1033
"MAA","CCU",1386
"MAA","CJB",404
"MAA","DEL",1761
"MAA","PNQ",913
"MAA","SIN",2925
"MAA","TRV",614
"MCT","BOM",1590
"NAG","BLR",889
"NAG","CCU",985
"PAT","DEL",857
"PNQ","DEL",1156
"PNQ","NAG",605
"RPR","CCU",711
"RPR","DEL",945
"SXR","BOM",1667
"SXR","DEL",642
"SXR","IXJ",144
"VNS","DEL",667
"VTZ","BLR",776
"VTZ","MAA",620
"ETH","SDV",284
"ETH","TLV",273
"FCO","TLV",2279
"NCE","TLV",2735
"TLV","ETH",273
"TLV","FCO",2279
"TLV","NCE",2735
"TLV","TBS",1396
"SGD","CPH",195
"YEV","YHI",666
"YEV","YSY",514
"YEV","ZFM",115
"YHI","YEV",666
"YHI","YSY",297
"YPC","YEV",395
"YSY","YEV",514
"ZFM","YEV",115
"DME","KRR",1157
"DME","MJZ",4171
"DME","PYJ",3921
"IKT","MJZ",1276
"IKT","ULK",1135
"KJA","MJZ",1401
"KRR","DME",1157
"KRR","OVB",3237
"LED","DME",667
"MJZ","DME",4171
"MJZ","KJA",1401
"OVB","MJZ",1967
"PYJ","MJZ",440
"PYJ","OVB",2007
"ULK","IKT",1135
"YKS","PYJ",977
"MDL","NYU",123
"MDL","THL",432
"NYU","MDL",123
"RGN","AKY",497
"SNW","AKY",239
"SNW","RGN",260
"TVY","RGN",383
"EVN","RTW",1276
"PRG","RTW",2221
"RTW","MRV",845
"RTW","PRG",2221
"RTW","SVX",1117
"BKK","PUS",3698
"CEB","ICN",3030
"CJU","CJJ",368
"FUK","ICN",563
"GMP","CJU",451
"GMP","NGO",947
"GUM","ICN",3227
"ICN","BKK",3669
"ICN","FUK",563
"ICN","GUM",3227
"ICN","HKG",2070
"ICN","KIX",860
"ICN","TAO",557
"KIX","GMP",836
"NGO","GMP",947
"NGO","ICN",973
"NRT","ICN",1257
"PUS","CJU",291
"TAO","ICN",557
"YAB","YFB",1221
"YBK","YUT",518
"YCB","YZF",850
"YCO","YCB",432
"YCO","YHI",344
"YCS","YRT",92
"YCY","YIO",411
"YEG","YZF",1019
"YEV","YVQ",445
"YFB","YAB",1221
"YFB","YCY",748
"YFB","YGT",853
"YFB","YRT",1176
"YFB","YTE",392
"YGT","YUX",69
"YHK","YCB",376
"YHY","YZF",194
"YIO","YCY",411
"YLC","YFB",121
"YRB","YAB",361
"YRT","YCS",92
"YRT","YWG",1468
"YUT","YBK",518
"YUX","YFB",793
"YUX","YGT",69
"YVP","YUL",1450
"YVQ","YEV",445
"YXN","YEK",149
"YXP","YFB",297
"YXP","YVM",172
"YYH","YHK",136
"YZF","YCB",850
"YZF","YEG",1019
"YZF","YFS",362
"YZF","YHY",194
"YZF","YRT",1136
"YZF","YVQ",680
"FUK","HND",881
"KKJ","HND",821
"ABL","OTZ",207
