YZS,Coral Harbour,Canada,64.1932983398,-83.3593978882
YDA,Dawson,Canada,64.043098449707,-139.128005981445
YDB,Burwash,Canada,61.3711013793945,-139.041000366211
YDC,Princeton,Canada,49.4681015015,-120.511001587
YDF,Deer Lake,Canada,49.2108001708984,-57.3913993835449
YDL,Dease Lake,Canada,58.4221992493,-130.031997681
YDN,Dauphin,Canada,51.1007995605469,-100.052001953125
YDQ,Dawson Creek,Canada,55.7422981262207,-120.182998657227
YEG,Edmonton,Canada,53.3097000122,-113.580001831
YEK,Eskimo Point,Canada,61.0942001343,-94.0708007812
YEN,Estevan,Canada,49.2103004456,-102.966003418
YET,Edson,Canada,53.5788993835,-116.464996338
YEU,Eureka,Canada,79.9946975708,-85.814201355
YEV,Inuvik,Canada,68.3041992188,-133.483001709
YFB,Iqaluit,Canada,63.756401062,-68.5558013916
YFC,Fredericton,Canada,45.8689002990723,-66.5372009277344
YFO,Flin Flon,Canada,54.6781005859375,-101.681999206543
YFR,Fort Resolution,Canada,61.1808013916,-113.690002441
YFS,Fort Simpson,Canada,61.7602005004883,-121.236999511719
YGK,Kingston,Canada,44.2252998352051,-76.5969009399414
YGL,La Grande Riviere,Canada,53.625301361084,-77.7042007446289
YGP,Gaspe,Canada,48.7752990723,-64.4785995483
YGQ,Geraldton,Canada,49.7783012390137,-86.9393997192383
YGR,Iles De La Madeleine,Canada,47.4247016906738,-61.7780990600586
YHB,Hudson Bay,Canada,52.8166999817,-102.310997009
YHD,Dryden,Canada,49.8316993713379,-92.7442016601563
YHI,Holman Island,Canada,70.7628021240234,-117.805999755859
YHK,Gjoa Haven,Canada,68.635597229,-95.8497009277
YHM,Hamilton,Canada,43.1735992432,-79.9349975586
YHU,Montreal,Canada,45.5175018311,-73.4169006348
YHY,Hay River,Canada,60.8396987915,-115.782997131
YHZ,Halifax,Canada,44.8807983398,-63.5085983276
YIB,Atikokan,Canada,48.7738990784,-91.6386032104
YIO,Pond Inlet,Canada,72.6832962036,-77.9666976929
YJN,St. Jean,Canada,45.2943992614746,-73.2810974121094
YJT,Stephenville,Canada,48.5442008972168,-58.5499992370606
YKA,Kamloops,Canada,50.7022018433,-120.444000244
YKF,Waterloo,Canada,43.4608001709,-80.3786010742
YKL,Schefferville,Canada,54.8053016662598,-66.8052978515625
YKY,Kindersley,Canada,51.5175018311,-109.180999756
YKZ,Toronto,Canada,43.8622016906738,-79.370002746582
YLD,Chapleau,Canada,47.8199996948242,-83.3467025756836
YLJ,Meadow Lake,Canada,54.125301361084,-108.523002624512
YLL,Lloydminster,Canada,53.3092002868652,-110.072998046875
YLT,Alert,Canada,82.5177993774,-62.2806015015
YLW,Kelowna,Canada,49.9561004639,-119.377998352
YMA,Mayo,Canada,63.6164016723633,-135.86799621582
YMJ,Moose Jaw,Canada,50.3302993774414,-105.55899810791
YMM,Fort Mcmurray,Canada,56.653301239,-111.222000122
YMO,Moosonee,Canada,51.2910995483398,-80.6078033447266
YMW,Maniwaki,Canada,46.2728004456,-75.9906005859
YMX,Montreal,Canada,45.6795005798,-74.0386962891
YNA,Natashquan,Canada,50.189998626709,-61.7891998291016
YND,Gatineau,Canada,45.5217018127,-75.5635986328
YNM,Matagami,Canada,49.7616996765137,-77.8028030395508
YOC,Old Crow,Canada,67.5706024169922,-139.839004516602
YOD,Cold Lake,Canada,54.4049987792969,-110.278999328613
YOJ,High Level,Canada,58.6213989257813,-117.165000915527
YOW,Ottawa,Canada,45.3224983215332,-75.6691970825195
YPA,Prince Albert,Canada,53.2141990662,-105.672996521
YPE,Peace River,Canada,56.2268981933594,-117.446998596191
YPG,Portage-la-prairie,Canada,49.903099,-98.273817
YPL,Pickle Lake,Canada,51.4463996887207,-90.2142028808594
YPN,Port Menier,Canada,49.8363990783691,-64.2885971069336
YPQ,Peterborough,Canada,44.2299995422363,-78.3632965087891
YPR,Prince Pupert,Canada,54.2860984802,-130.445007324
YPY,Fort Chipewyan,Canada,58.7672004699707,-111.116996765137
YQA,Muskoka,Canada,44.9747009277344,-79.3032989501953
YQB,Quebec,Canada,46.7911,-71.393303
YQF,Red Deer Industrial,Canada,52.1822013854981,-113.893997192383
YQG,Windsor,Canada,42.2756004333496,-82.9555969238281
YQH,Watson Lake,Canada,60.1164016723633,-128.822006225586
YQK,Kenora,Canada,49.7882995605469,-94.3630981445313
YQL,Lethbridge,Canada,49.6302986145,-112.800003052
YQM,Moncton,Canada,46.1122016906738,-64.678596496582
YQQ,Comox,Canada,49.7108001708984,-124.887001037598
YQR,Regina,Canada,50.4319000244141,-104.666000366211
YQT,Thunder Bay,Canada,48.3718986511231,-89.3238983154297
YQU,Grande Prairie,Canada,55.1796989441,-118.885002136
YQV,Yorkton,Canada,51.2647018432617,-102.46199798584
YQW,North Battleford,Canada,52.7691993713379,-108.244003295898
YQX,Gander,Canada,48.9369010925293,-54.5680999755859
YQY,Sydney,Canada,46.1613998413,-60.0477981567
YQZ,Quesnel,Canada,53.0261001586914,-122.51000213623
YRB,Resolute,Canada,74.7169036865,-94.9693984985
YRI,Riviere Du Loup,Canada,47.7644004821777,-69.5847015380859
YRJ,Roberval,Canada,48.5200004577637,-72.2656021118164
YRM,Rocky Mountain House,Canada,52.4296989441,-114.903999329
YRT,Rankin Inlet,Canada,62.8114013672,-92.1157989502
YSB,Sudbury,Canada,46.625,-80.7988967895508
YSC,Sherbrooke,Canada,45.4385986328125,-71.6913986206055
YSJ,St. John,Canada,45.3161010742187,-65.8902969360352
YSM,Fort Smith,Canada,60.0203018188477,-111.96199798584
YSR,Nanisivik,Canada,72.982201,-84.613602
YSU,Summerside,Canada,46.440601348877,-63.8335990905762
YSY,Sachs Harbour,Canada,71.9938964844,-125.242996216
YTE,Cape Dorset,Canada,64.2300033569,-76.5267028809
YTH,Thompson,Canada,55.8011016845703,-97.8641967773438
YTR,Trenton,Canada,44.1189002990723,-77.5280990600586
YTS,Timmins,Canada,48.5696983337,-81.376701355
YTZ,Toronto,Canada,43.627499,-79.396202
YUB,Tuktoyaktuk,Canada,69.4332962036133,-133.026000976563
YUL,Montreal,Canada,45.4706001282,-73.7407989502
YUT,Repulse Bay,Canada,66.5214004517,-86.2247009277
YUX,Hall Beach,Canada,68.7761001587,-81.2425
YUY,Rouyn,Canada,48.2061004638672,-78.8356018066406
YVC,La Ronge,Canada,55.1514015198,-105.262001038
YVG,Vermillion,Canada,53.3558006287,-110.823997498
YVM,Broughton Island,Canada,67.5457992554,-64.0314025879
YVO,Val D'or,Canada,48.0532989502,-77.7827987671
YVP,Quujjuaq,Canada,58.0960998535156,-68.4269027709961
YVQ,Norman Wells,Canada,65.2816009521484,-126.797996520996
YVR,Vancouver,Canada,49.193901062,-123.183998108
YVT,Buffalo Narrows,Canada,55.8418998718,-108.417999268
YVV,Wiarton,Canada,44.7458,-81.107201
YWA,Petawawa,Canada,45.9522018432617,-77.3191986083984
YWG,Winnipeg,Canada,49.9099998474,-97.2398986816
YWK,Wabush,Canada,52.9219017028809,-66.8644027709961
YWL,Williams Lake,Canada,52.1831016541,-122.054000854
YWY,Wrigley,Canada,63.209400177002,-123.436996459961
YXC,Cranbrook,Canada,49.610801696777,-115.78199768066
YXD,Edmonton,Canada,53.5724983215,-113.521003723
YXE,Saskatoon,Canada,52.1707992553711,-106.699996948242
YXH,Medicine Hat,Canada,50.0189018249512,-110.721000671387
YXJ,Fort Saint John,Canada,56.2380981445313,-120.73999786377
YXL,Sioux Lookout,Canada,50.113899230957,-91.9052963256836
YXP,Pangnirtung,Canada,66.1449966431,-65.7136001587
YXR,Earlton,Canada,47.6974006546,-79.8473453522
YXS,Prince George,Canada,53.8894004822,-122.679000854
YXT,Terrace,Canada,54.468498,-128.576009
YXU,London,Canada,43.035599,-81.1539
YXX,Abbotsford,Canada,49.0252990722656,-122.361000061035
YXY,Whitehorse,Canada,60.7095985413,-135.067001343
YYB,North Bay,Canada,46.3636016845703,-79.4227981567383
YYC,Calgary,Canada,51.113899231,-114.019996643
YYD,Smithers,Canada,54.8246994018555,-127.182998657227
YYE,Fort Nelson,Canada,58.8363990784,-122.597000122
YYF,Penticton,Canada,49.4631004333496,-119.601997375488
YYG,Charlottetown,Canada,46.2900009155274,-63.1211013793945
YYH,Spence Bay,Canada,69.5466995239,-93.5766983032
YYJ,Victoria,Canada,48.646900177,-123.426002502
YYL,Lynn Lake,Canada,56.863899230957,-101.075996398926
YYN,Swift Current,Canada,50.2919006348,-107.691001892
YYQ,Churchill,Canada,58.739200592041,-94.0650024414063
YYR,Goose Bay,Canada,53.3191986084,-60.4258003235
YYT,St. John's,Canada,47.618598938,-52.7518997192
YYU,Kapuskasing,Canada,49.4138984680176,-82.4674987792969
YYW,Armstrong,Canada,50.2902984619141,-88.9096984863281
YYY,Mont Joli,Canada,48.6086006164551,-68.2080993652344
YYZ,Toronto,Canada,43.6772003174,-79.6305999756
YZD,Toronto,Canada,43.7425003051758,-79.4655990600586
YZE,Gore Bay,Canada,45.8852996826172,-82.5678024291992
YZF,Yellowknife,Canada,62.4627990722656,-114.440002441406
YZH,Slave Lake,Canada,55.2930984497,-114.777000427
YZP,Sandspit,Canada,53.2542991638,-131.813995361
YZR,Sarnia,Canada,42.9994010925293,-82.3088989257812
YZT,Port Hardy,Canada,50.6805992126465,-127.366996765137
YZU,Whitecourt,Canada,54.1439018249512,-115.787002563477
YZV,Sept-iles,Canada,50.2233009338379,-66.2656021118164
YZW,Teslin,Canada,60.1727981567383,-132.74299621582
YZX,Greenwood,Canada,44.9844017028809,-64.9169006347656
ZFA,Faro,Canada,62.2075004577637,-133.376007080078
ZFM,Fort Mcpherson,Canada,67.4075012207031,-134.860992431641
BJA,Bejaja,Algeria,36.7120018005,5.06992006302
ALG,Algier,Algeria,36.6910018920898,3.21540999412537
DJG,Djanet,Algeria,24.2928009033,9.45244026184
QFD,Boufarik,Algeria,36.545799,2.87611
VVZ,Illizi,Algeria,26.7234992981,8.62265014648
TMR,Tamanrasset,Algeria,22.8115005493,5.45107984543
GJL,Jijel,Algeria,36.7951011658,5.87361001968
AAE,Annaba,Algeria,36.8222007751465,7.80916976928711
CZL,Constantine,Algeria,36.2760009765625,6.62038993835449
TEE,Tebessa,Algeria,35.4315986633,8.12071990967
HRM,Tilrempt,Algeria,32.9304008483887,3.31153988838196
TID,Tiaret,Algeria,35.3410987854,1.46315002441
TIN,Tindouf,Algeria,27.7003993988,-8.1670999527
QAS,Ech-cheliff,Algeria,36.2126998901,1.33176994324
TAF,Oran,Algeria,35.5424003601074,-0.532278001308441
TLM,Tlemcen,Algeria,35.0167007446,-1.45000004768
ORN,Oran,Algeria,35.6239013672,-0.621182978153
MUW,Ghriss,Algeria,35.2076988220215,0.147141993045807
AZR,Adrar,Algeria,27.8376007080078,-0.186414003372192
BSK,Biskra,Algeria,34.7933006287,5.73823022842
ELG,El Golea,Algeria,30.5713005065918,2.85959005355835
GHA,Ghardaia,Algeria,32.3841018676758,3.79411005973816
HME,Hassi Messaoud,Algeria,31.6730003357,6.14043998718
INZ,In Salah,Algeria,27.2509994507,2.51202011108
TGR,Touggourt,Algeria,33.067798614502,6.0886697769165
LOO,Laghouat,Algeria,33.7644004822,2.92833995819
TMX,Timimoun,Algeria,29.2371006012,0.276033014059
OGX,Ouargla,Algeria,31.917200088501,5.41277980804443
IAM,Zarzaitine,Algeria,28.0515003204,9.64291000366
COO,Cotonou,Benin,6.3572301864624,2.38435006141663
OUA,Ouagadougou,Burkina Faso,12.3531999588013,-1.51242005825043
BOY,Bobo-dioulasso,Burkina Faso,11.1600999832153,-4.33096981048584
ACC,Accra,Ghana,5.60518980026245,-0.166786000132561
TML,Tamale,Ghana,9.55718994140625,-0.863214015960693
NYI,Sunyani,Ghana,7.36183023452759,-2.32875990867615
TKD,Takoradi,Ghana,4.8960599899292,-1.77476000785828
ABJ,Abidjan,Cote d'Ivoire,5.261390209198,-3.9262900352478
BYK,Bouake,Cote d'Ivoire,7.73880004882813,-5.07366991043091
DJO,Daloa,Cote d'Ivoire,6.79280996322632,-6.47318983078003
HGO,Korhogo,Cote d'Ivoire,9.38718032837,-5.55666017532
MJC,Man,Cote d'Ivoire,7.27206993103027,-7.58735990524292
SPY,San Pedro,Cote d'Ivoire,4.74671983718872,-6.66082000732422
ASK,Yamoussoukro,Cote d'Ivoire,6.9031701088,-5.36558008194
ABV,Abuja,Nigeria,9.00679016113281,7.26316976547241
AKR,Akure,Nigeria,7.24673986434937,5.30101013183594
BNI,Benin,Nigeria,6.31697988510132,5.59950017929077
CBQ,Calabar,Nigeria,4.97601985931397,8.34720039367676
ENU,Enugu,Nigeria,6.47426986694336,7.56196022033691
QUS,Gusau,Nigeria,12.1716995239258,6.69610977172852
IBA,Ibadan,Nigeria,7.36246013641357,3.97832989692688
ILR,Ilorin,Nigeria,8.44021034240723,4.49391984939575
JOS,Jos,Nigeria,9.63982963562012,8.86905002593994
KAD,Kaduna,Nigeria,10.6960000991821,7.32010984420776
KAN,Kano,Nigeria,12.0475997924805,8.52462005615234
MIU,Maiduguri,Nigeria,11.855299949646,13.0809001922607
MDI,Makurdi,Nigeria,7.70387983322144,8.61394023895264
LOS,Lagos,Nigeria,6.57737016677856,3.32116007804871
MXJ,Minna,Nigeria,9.65217018127441,6.4622597694397
PHC,Port Hartcourt,Nigeria,5.01549005508423,6.94959020614624
SKO,Sokoto,Nigeria,12.9162998199463,5.20719003677368
YOL,Yola,Nigeria,9.25755023956299,12.4303998947144
ZAR,Zaria,Nigeria,11.1302003860474,7.68581008911133
MFQ,Maradi,Niger,13.5024995803833,7.12674999237061
NIM,Niamey,Niger,13.481499671936,2.18360996246338
THZ,Tahoua,Niger,14.8756999969482,5.26535987854004
AJY,Agadez,Niger,16.9659996032715,8.00010967254639
ZND,Zinder,Niger,13.7790002822876,8.98375988006592
MIR,Monastir,Tunisia,35.7580986022949,10.7546997070313
TUN,Tunis,Tunisia,36.851001739502,10.2271995544434
GAF,Gafsa,Tunisia,34.4220008850098,8.82250022888184
GAE,Gabes,Tunisia,33.8768997192383,10.1033000946045
DJE,Djerba,Tunisia,33.875,10.7755002975464
EBM,El Borma,Tunisia,31.7042999267578,9.25461959838867
SFA,Sfax,Tunisia,34.7179985046387,10.6909999847412
TOE,Tozeur,Tunisia,33.9397010803223,8.11056041717529
LRL,Niatougou,Togo,9.76733016967773,1.09124994277954
LFW,Lome,Togo,6.16560983657837,1.25451004505157
ANR,Antwerp,Belgium,51.1893997192,4.46027994156
BRU,Brussels,Belgium,50.9014015198,4.48443984985
CRL,Charleroi,Belgium,50.4592018127,4.45382022858
QKT,Kortrijk-vevelgem,Belgium,50.817199707,3.20472002029
LGG,Liege,Belgium,50.6374015808106,5.44322013854981
OST,Ostend,Belgium,51.1988983154,2.8622200489
AOC,Altenburg,Germany,50.9819450378418,12.5063886642456
BBH,Barth,Germany,54.338253,12.710515
SXF,Berlin,Germany,52.380001068115,13.522500038147
DRS,Dresden,Germany,51.1328010559082,13.7672004699707
ERF,Erfurt,Germany,50.9798011779785,10.9581003189087
FRA,Frankfurt,Germany,50.0333333,8.5705556
FMO,Munster,Germany,52.134601593,7.68483018875
HAM,Hamburg,Germany,53.630401611328,9.9882297515869
THF,Berlin,Germany,52.4729995727539,13.4039001464844
CGN,Cologne,Germany,50.8658981323,7.1427397728
DUS,Duesseldorf,Germany,51.2895011901856,6.76677989959717
MUC,Munich,Germany,48.353801727295,11.786100387573
NUE,Nuernberg,Germany,49.498699,11.0780556
LEJ,Leipzig,Germany,51.4238889,12.2363889
SCN,Saarbruecken,Germany,49.2145996094,7.10950994492
STR,Stuttgart,Germany,48.6898994446,9.22196006775
TXL,Berlin,Germany,52.5597000122,13.2876996994
HAJ,Hannover,Germany,52.461101532,9.68507957458
BRE,Bremen,Germany,53.0475006104,8.78666973114
QEF,Egelsbach,Germany,49.9599990844727,8.64583301544189
HHN,Hahn,Germany,49.9486999512,7.26388978958
MHG,Mannheim,Germany,49.4730567932129,8.51416683197022
XFW,Hamburg,Germany,53.5352783203125,9.83555603027344
KEL,Kiel,Germany,54.3794441223145,10.1452779769897
LBC,Luebeck,Germany,53.8054008484,10.7192001343
ZCA,Arnsberg,Germany,51.4838905334473,7.89833307266235
ESS,Essen,Germany,51.4023017883301,6.93732976913452
MGL,Moenchengladbach,Germany,51.2302780151367,6.50444412231445
PAD,Paderborn,Germany,51.6141014099,8.61631965637
DTM,Dortmund,Germany,51.5182991028,7.61223983765
AGB,Augsburg,Germany,48.425278,10.931667
OBF,Oberpfaffenhofen,Germany,48.0814018249512,11.2831001281738
RBM,Straubing,Germany,48.9008331298828,12.5166673660278
FDH,Friedrichshafen,Germany,47.6712989807,9.51148986816
SZW,Parchim,Germany,53.426998,11.7834
ZSN,Stendal,Germany,52.6288871765137,11.8186111450195
BYU,Bayreuth,Germany,49.9850006103516,11.6400003433228
HOQ,Hof,Germany,50.2886123657227,11.8563890457153
ZNV,Koblenz,Germany,50.3255577087402,7.5286111831665
ZQF,Trier,Germany,49.8638877868652,6.78749990463257
ZQC,Speyer,Germany,49.3047218322754,8.45138931274414
ZQW,Zweibruecken,Germany,49.209400177002,7.40055990219116
ZQL,Donaueschingen,Germany,47.9733314514,8.52222156525
BWE,Braunschweig,Germany,52.319199,10.5561
KSF,Kassel,Germany,51.417273,9.384967
BRV,Bremerhaven,Germany,53.506943,8.572778
EME,Emden,Germany,53.3911094665527,7.22749996185303
WVN,Wilhelmshaven,Germany,53.5022201538086,8.05222225189209
BMK,Borkum,Germany,53.5963897705,6.70916700363
NRD,Norderney,Germany,53.7069435119629,7.23000001907349
FLF,Flensburg,Germany,54.7733345031738,9.37888908386231
GWT,Westerland,Germany,54.9132003784,8.34047031403
KDL,Kardla,Estonia,58.9907989501953,22.8306999206543
URE,Kuressaare,Estonia,58.2299003601074,22.50950050354
EPU,Parnu,Estonia,58.4189987182617,24.4727993011475
TLL,Tallinn-ulemiste International,Estonia,59.4132995605,24.8327999115
TAY,Tartu,Estonia,58.3074989319,26.6903991699
ENF,Enontekio,Finland,68.362602233887,23.424299240112
KEV,Halli,Finland,61.856039,24.786686
HEM,Helsinki,Finland,60.2546005249023,25.0428009033203
HEL,Helsinki,Finland,60.317199707031,24.963300704956
HYV,Hyvinkaa,Finland,60.6543998718,24.8810997009
IVL,Ivalo,Finland,68.607299804688,27.405300140381
JOE,Joensuu,Finland,62.662899017334,29.607500076294
JYV,Jyvaskyla,Finland,62.399501800537,25.678300857544
KAU,Kauhava,Finland,63.127102,23.051399
KEM,Kemi,Finland,65.778701782227,24.582099914551
KAJ,Kajaani,Finland,64.285499572754,27.692399978638
KOK,Kruunupyy,Finland,63.721199035645,23.143100738525
KAO,Kuusamo,Finland,65.987602233887,29.239400863647
KTT,Kittila,Finland,67.700996398926,24.846799850464
KUO,Kuopio,Finland,63.007099151611,27.797800064087
LPP,Lappeenranta,Finland,61.044601,28.144743
MHQ,Mariehamn,Finland,60.122200012207,19.898199081421
MIK,Mikkeli,Finland,61.6866,27.201799
OUL,Oulu,Finland,64.930099487305,25.354600906372
POR,Pori,Finland,61.461700439453,21.799999237061
RVN,Rovaniemi,Finland,66.564796447754,25.830400466919
SVL,Savonlinna,Finland,61.943099975586,28.945100784302
SOT,Sodankyla,Finland,67.3949966431,26.6191005707
TMP,Tampere,Finland,61.414100646973,23.604400634766
TKU,Turku,Finland,60.514099121094,22.262800216675
QVY,Utti,Finland,60.89640045166,26.938400268555
VAA,Vaasa,Finland,63.050701141357,21.762199401855
VRK,Varkaus,Finland,62.171100616455,27.868600845337
BFS,Belfast,United Kingdom,54.6575012207,-6.21582984924
ENK,Enniskillen,United Kingdom,54.3988990783691,-7.65166997909546
BHD,Belfast,United Kingdom,54.6180992126465,-5.87249994277954
LDY,Londonderry,United Kingdom,55.0428009033203,-7.16110992431641
BHX,Birmingham,United Kingdom,52.4538993835,-1.74802994728
CVT,Coventry,United Kingdom,52.3697013855,-1.47971999645
GLO,Golouchestershire,United Kingdom,51.8941993713379,-2.16722011566162
MAN,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
NQY,Newquai,United Kingdom,50.440601348877,-4.99540996551514
LYE,Lyneham,United Kingdom,51.5051,-1.99343
YEO,Yeovilton,United Kingdom,51.0093994140625,-2.63881993293762
CWL,Cardiff,United Kingdom,51.3967018127441,-3.34332990646362
SWS,Swansea,United Kingdom,51.6053009033203,-4.06783008575439
BRS,Bristol,United Kingdom,51.382702,-2.71909
LPL,Liverpool,United Kingdom,53.3335990905762,-2.8497200012207
LTN,London,United Kingdom,51.874698638916,-0.368333011865616
PLH,Plymouth,United Kingdom,50.422798,-4.10583
BOH,Bournemouth,United Kingdom,50.7799987792969,-1.84249997138977
SOU,Southampton,United Kingdom,50.9502983093262,-1.35679996013641
QLA,Lasham,United Kingdom,51.187198638916,-1.03349995613098
ACI,Alderney,Guernsey,49.7061004638672,-2.21472001075745
GCI,Guernsey,Guernsey,49.435001373291,-2.60196995735168
JER,Jersey,Jersey,49.2079010009766,-2.1955099105835
ESH,Shoreham By Sea,United Kingdom,50.8356018066406,-0.29722198843956
BQH,Biggin Hill,United Kingdom,51.3307991028,0.0324999988079
LGW,London,United Kingdom,51.1481018066406,-0.190277993679047
LCY,London,United Kingdom,51.505299,0.055278
FAB,Farnborough,United Kingdom,51.2757987976,-0.776332974434
BBS,Blackbushe,United Kingdom,51.3238983154297,-0.847500026226044
LHR,London,United Kingdom,51.4706,-0.461941
SEN,Southend,United Kingdom,51.5713996887207,0.695555984973908
LYX,Lydd,United Kingdom,50.9561004638672,0.939167022705078
MSE,Manston,United Kingdom,51.342201,1.34611
CAX,Carlisle,United Kingdom,54.9375,-2.80917000770569
BLK,Blackpool,United Kingdom,53.7717018127441,-3.02860999107361
HUY,Humberside,United Kingdom,53.5744018554688,-0.350832998752594
BWF,Barrow Island,United Kingdom,54.1286111,-3.2675
LBA,Leeds,United Kingdom,53.8658981323242,-1.66057002544403
CEG,Hawarden,United Kingdom,53.1781005859375,-2.97778010368347
IOM,Isle Of Man,Isle of Man,54.0833015441895,-4.6238899230957
NCL,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849
MME,Teesside,United Kingdom,54.5092010498047,-1.42940998077393
EMA,East Midlands,United Kingdom,52.8311004639,-1.32806003094
KOI,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977
LSI,Sumburgh,United Kingdom,59.8788986206055,-1.29556000232697
WIC,Wick,United Kingdom,58.4589004516602,-3.09306001663208
ABZ,Aberdeen,United Kingdom,57.2019004821777,-2.19777989387512
INV,Inverness,United Kingdom,57.5424995422363,-4.0475001335144
GLA,Glasgow,United Kingdom,55.8718986511,-4.43306016922
EDI,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954
ILY,Islay,United Kingdom,55.6819000244141,-6.25666999816895
PIK,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
BEB,Benbecula,United Kingdom,57.4810981750488,-7.36278009414673
SCS,Scatsta,United Kingdom,60.4328002929688,-1.29611003398895
DND,Dundee,United Kingdom,56.4524993896484,-3.02583003044128
SYY,Stornoway,United Kingdom,58.2155990600586,-6.33111000061035
TRE,Tiree,United Kingdom,56.4991989135742,-6.86917018890381
ADX,Leuchars,United Kingdom,56.3728981018066,-2.86843991279602
LMO,Lossiemouth,United Kingdom,57.7052001953125,-3.33916997909546
CBG,Cambridge,United Kingdom,52.2050018311,0.17499999702
NWI,Norwich,United Kingdom,52.6758003235,1.28278005123
STN,London,United Kingdom,51.8849983215,0.234999999404
EXT,Exeter,United Kingdom,50.7344017028809,-3.41388988494873
FZO,Bristol,United Kingdom,51.5194015503,-2.59083008766
OXF,Oxford,United Kingdom,51.8368988037,-1.32000005245
MHZ,Mildenhall,United Kingdom,52.3619003295898,0.486405998468399
FFD,Fairford,United Kingdom,51.6822013855,-1.79003000259
BZZ,Brize Norton,United Kingdom,51.75,-1.58362
ODH,Odiham,United Kingdom,51.2341003418,-0.94282501936
NHT,Northolt,United Kingdom,51.5530014038,-0.418166995049
QCY,Coningsby,United Kingdom,53.0929985046,-0.166014000773
BEQ,Honington,United Kingdom,52.342601776123,0.772939026355743
HRT,Linton-on-ouse,United Kingdom,54.0489006042,-1.2527500391
WTN,Waddington,United Kingdom,53.1661987305,-0.523810982704
KNF,Marham,United Kingdom,52.648395,0.550692
MPN,Mount Pleasant,Falkland Islands,-51.8227996826172,-58.4472007751465
AMS,Amsterdam,Netherlands,52.3086013794,4.76388978958
MST,Maastricht,Netherlands,50.9117012024,5.77014017105
EIN,Eindhoven,Netherlands,51.4500999451,5.37452983856
GRQ,Groningen,Netherlands,53.1197013855,6.57944011688
DHR,De Kooy,Netherlands,52.9234008789063,4.78062009811401
LEY,Lelystad,Netherlands,52.4603004455566,5.52721977233887
LWR,Leeuwarden,Netherlands,53.2285995483398,5.76056003570557
RTM,Rotterdam,Netherlands,51.956902,4.43722
UTC,Soesterberg,Netherlands,52.1273002625,5.27618980408
ENS,Enschede,Netherlands,52.2758333,6.8891667
LID,Valkenburg,Netherlands,52.1660995483,4.41794013977
WOE,Woensdrecht,Netherlands,51.4491,4.34203
ORK,Cork,Ireland,51.8413009643555,-8.49110984802246
GWY,Galway,Ireland,53.3002014160156,-8.94159030914307
DUB,Dublin,Ireland,53.4212989807129,-6.27007007598877
NOC,Connaught,Ireland,53.9103012084961,-8.81849002838135
